"id","fname","ename","company","bussiness_group","board","name_type","symbol_status","code"
"187","خچرخش","CHAR1","چرخشگر","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1CHAR0001"
"188","خچرخشح","CHAX1","ح . چرخشگر","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1CHAR0101"
"189","خراسان","KRSN1","پتروشیمی خراسان","محصولات شیمیایی","فهرست اولیه","عام1","فعال","IRO1KRSN0001"
"190","خریخت","RIIR1","صنایع ریخته‌گری ایران","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1RIIR0001"
"191","خریختح","RIIX1","ح . صنایع ریخته‌گری ایران","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1RIIR0101"
"192","خرینگ","RINM1","رینگ‌سازی مشهد","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1RINM0001"
"193","خرینگح","RINX1","ح . رینگ‌سازی مشهد","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1RINM0101"
"194","خزامیا","ZMYD1","زامیاد","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1ZMYD0001"
"195","خزامیاح","ZMYX1","ح . زامیاد","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1ZMYD0101"
"196","خزر","FNAR1","فنرسازی زر","خودرو و ساخت قطعات","فهرست اولیه","عام1","فعال","IRO1FNAR0001"
"197","خزرح","FNAX1","ح . فنرسازی زر","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1FNAR0101"
"198","خساپا","SIPA1","سایپا","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1SIPA0001"
"199","خساپاح","SIPX1","ح . سایپا","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1SIPA0101"
"200","خشرق","KHSH1","الکتریک خودرو شرق","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1KHSH0001"
"201","خشرقح","KHSX1","ح . الکتریک خودرو شرق","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1KHSH0101"
"202","خصدرا","SDRA1","صنعتی دریایی ایران","پیمانکاری صنعتی","فهرست اولیه","خاص","فعال","IRO1SDRA0001"
"203","خصدراح","SDRX1"," ح . صنعتی دریایی ایران","پیمانکاری صنعتی","فهرست اولیه","خاص","فعال","IRR1SDRA0101"
"204","خفنر","KFAN1","فنرسازی خاور","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1KFAN0001"
"205","خفنرح","KFAX1","ح . فنرسازی خاور","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1KFAN0101"
"206","خکار","KRIR1","ایرکا پارت صنعت","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1KRIR0001"
"207","خکارح","KRIX1","ح . ایرکا پارت صنعت","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1KRIR0101"
"208","خکاوه","SPDZ1","سایپا دیزل","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1SPDZ0001"
"209","خکاوهح","SPDX1","ح . سایپا دیزل","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1SPDZ0101"
"210","خکمک","INDM1","کمک‌فنرایندامین","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1INDM0001"
"211","خکمکح","INDX1","ح . کمک‌فنرایندامین","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1INDM0101"
"212","خگستر","GOST1","گسترش سرمایه‌گذاری ایران خودرو","خودرو و ساخت قطعات","تابلو اصلی","خاص","فعال","IRO1GOST0001"
"213","خگسترح","GOSX1","ح . سرمایه‌گذاری ایران خودرو","خودرو و ساخت قطعات","تابلو اصلی","خاص","فعال","IRR1GOST0101"
"214","خلنت","LENT1","لنت ترمزایران","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1LENT0001"
"215","خلنتح","LENX1","ح . لنت ترمزایران","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1LENT0101"
"216","خمحرکه","NMOH1","نیرو محرکه","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1NMOH0001"
"217","خمحرکهح","NMOX1","ح . نیرو محرکه","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1NMOH0101"
"218","خمحور","TMKH1","تولید محور خودرو","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1TMKH0001"
"219","خمحورح","TMKX1","ح . تولید محور خودرو","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1TMKH0101"
"220","خمهر","MHKM1","مهرکام پارس","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1MHKM0001"
"221","خمهرح","MHKX1","ح . مهرکام پارس","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1MHKM0101"
"222","خموتور","MSTI1","موتورسازان تراکتورسازی ایران","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRO1MSTI0001"
"223","خموتورح","MSTX1","ح . موتورسازان تراکتورسازی","خودرو و ساخت قطعات","تابلو فرعی","خاص","فعال","IRR1MSTI0101"
"224","خنصیر","MNSR1","مهندسی نصیر ماشین","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1MNSR0001"
"225","خنصیرح","MNSX1","ح . مهندسی نصیر ماشین","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1MNSR0101"
"226","خودرو","IKCO1","ایران خودرو","خودرو و ساخت قطعات","فهرست اولیه","عام1","فعال","IRO1IKCO0001"
"227","خودروح","IKCX1","ح . ایران خودرو","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1IKCO0101"
"228","خوساز","MESI1","محورسازان ایران خودرو","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRO1MESI0001"
"229","خوسازح","MESX1","ح . محورسازان ایران خودرو","خودرو و ساخت قطعات","فهرست اولیه","خاص","فعال","IRR1MESI0101"
"230","دابور","DABO1","داروسازی ابوریحان","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DABO0001"
"231","دابورح","DABX1","ح . داروسازی ابوریحان","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DABO0101"
"232","دارو","DPAK1","کارخانجات داروپخش","مواد و محصولات دارویی","فهرست اولیه","عام1","فعال","IRO1DPAK0001"
"233","داسوه","DOSE1","داروسازی اسوه","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DOSE0001"
"234","داسوهح","DOSX1","ح . داروسازی اسوه","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DOSE0101"
"235","دالبر","DALZ1","البرزدارو","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1DALZ0001"
"236","دامین","AMIN1","داروسازی امین","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRO1AMIN0001"
"237","دامینح","AMIX1","ح . داروسازی امین","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRR1AMIN0101"
"238","دانا","BDAN1","بیمه دانا","بیمه وصندوق بازنشستگی به جزتامین اجتماعی","فهرست اولیه","عام1","فعال","IRO1BDAN0001"
"239","دپارس","PDRO1","پارس دارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1PDRO0001"
"240","دتماد","TMVD1","تولید مواد اولیه داروپخش","مواد و محصولات دارویی","تابلو فرعی","خاص","متوقف","IRO1TMVD0001"
"241","دتمادح","TMVX1","ح . تولید مواد اولیه داروپخش","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRR1TMVD0101"
"242","دتهران","THDR1","داروسازی تهران دارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1THDR0001"
"243","دتهرانح","THDX1","ح . داروسازی تهران دارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1THDR0101"
"244","دجابر","DJBR1","داروسازی جابرابن‌حیان","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1DJBR0001"
"245","دجابرح","DJBX1","ح . داروسازی جابرابن‌حیان","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRR1DJBR0101"
"246","ددام","DAML1","داروسازی زاگرس فارمد پارس","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DAML0001"
"247","ددامح","DAMX1","ح . داروسازی زاگرس فارمد پارس","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DAML0101"
"248","درازک","DRZK1","دارویی رازک","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DRZK0001"
"249","درازکح","DRZX1","ح . دارویی رازک","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DRZK0101"
"250","دروز","ROZD1","داروسازی روزدارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1ROZD0001"
"251","دروزح","ROZX1","ح . داروسازی روزدارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1ROZD0101"
"252","دزهراوی","DZAH1","داروسازی زهراوی","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DZAH0001"
"253","دزهراویح","DZAX1","ح . داروسازی زهراوی","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DZAH0101"
"254","دسبحا","DSOB1","گروه دارویی سبحان","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1DSOB0001"
"255","دسبحاح","DSOX1","ح . گروه دارویی سبحان","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRR1DSOB0101"
"256","دسبحان","DSBH1","سبحان دارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DSBH0001"
"257","دسبحانح","DSBX1","ح . سبحان دارو","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DSBH0101"
"258","دسینا","DSIN1","داروسازی سینا","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DSIN0001"
"259","دسیناح","DSIX1","ح . داروسازی سینا","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DSIN0101"
"260","دشیمی","DDPK1","شیمی داروئی داروپخش","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1DDPK0001"
"261","دشیمیح","DDPX1","ح . شیمی داروئی داروپخش","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1DDPK0101"
"262","دعبید","ABDI1","لابراتوار داروسازی دکتر عبیدی","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1ABDI0001"
"263","دعبیدح","ABDX1","ح . داروسازی دکتر عبیدی","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1ABDI0101"
"264","دفارا","DFRB1","داروسازی فارابی","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRO1DFRB0001"
"265","دفاراح","DFRX1","ح . داروسازی فارابی","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRR1DFRB0101"
"266","دفرا","FTIR1","فرآورده‌های تزریقی ایران","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1FTIR0001"
"267","دفراح","FTIX1","ح . فرآورده‌های تزریقی","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRR1FTIR0101"
"268","دکوثر","DKSR1","داروسازی کوثر","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRO1DKSR0001"
"269","دکوثرح","DKSX1","ح . داروسازی کوثر","مواد و محصولات دارویی","تابلو فرعی","خاص","فعال","IRR1DKSR0101"
"270","دکیمی","KIMI1","کیمیدارو","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRO1KIMI0001"
"271","دکیمیح","KIMX1","ح . کیمیدارو","مواد و محصولات دارویی","تابلو اصلی","خاص","فعال","IRR1KIMI0101"
"272","دلر","EXIR1","داروسازی اکسیر","مواد و محصولات دارویی","فهرست اولیه","خاص","فعال","IRO1EXIR0001"
